tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0132204,Hatschipuh,1987,95,"Adventure,Animation,Family",6.7
tt0990363,Detention,2010,81,"Horror,Thriller",3.0
tt6344302,Ultraman Orb: Lend Me the Power of Bonds!,2017,72,"Action,Family,Sci-Fi",7.5
tt0395811,Why We Had to Kill Bitch,2003,82,"Comedy,Romance",6.3
tt0411407,For Love and for Life: The 1987 March on Washington for Lesbian and Gay Rights,1990,60,"Documentary,History",6.6
tt5770520,The Dutchman,2016,80,Drama,6.8
tt0432192,Der Wadenmesser,2005,84,Documentary,5.9
tt1524170,Death of the Virgin,2009,103,"Horror,Mystery,Thriller",3.3
tt1267503,L'ultima estate,2009,117,Comedy,2.3
tt2390556,Break Through,2013,62,"Documentary,Drama",7.7
tt11131780,The Bowmakers,2019,106,Documentary,8.8
tt0075156,Rudin,1977,95,Romance,6.7
tt0482593,Seagull,2005,87,Drama,7.2
tt0043928,Poker,1951,96,Thriller,4.6
tt1680055,Bardsongs,2010,94,Drama,8.0
tt0121912,Yue gui zhi lang,1994,101,Action,4.0
tt13935180,Positive Apocalypse,2021,80,Adventure,3.5
tt1753821,Ferocious,2013,93,Thriller,4.2
tt10795958,Playland USA,2019,88,Documentary,7.3
tt1624391,Killer Bitch,2010,92,Thriller,1.4
tt1492701,Symphony in August,2009,120,Animation,6.1
tt7408796,LasseMajas detektivbyrå - Det första mysteriet,2018,95,"Adventure,Family",5.8
tt1147510,Doraemon: Nobita and the Spiral City,1997,99,"Adventure,Animation,Comedy",6.4
tt3329544,The Bounty Hunters,1985,60,Action,5.1
tt5100256,Tarnished Notes,2016,87,Drama,7.0
tt0311570,Navazhdenie,1989,77,Drama,6.6
tt0958890,You Never Bike Alone,2007,80,Documentary,8.3
tt0401456,Hand,1998,77,Comedy,6.3
tt1882104,Malchishki,1978,133,Drama,7.1
tt0037399,Trocadero,1944,74,"Comedy,Music",5.7
tt0114503,Soul Survivor,1995,89,Drama,4.3
tt1334026,O Menino da Porteira,2009,95,"Adventure,Drama,Western",5.4
tt5223000,Rebuni,2015,113,Drama,7.2
tt1965264,Sarah Palin: You Betcha!,2011,91,Documentary,6.4
tt5959114,Zweikämpfer,2016,94,Documentary,8.2
tt6616200,The Rake,2011,50,Horror,5.1
tt2544864,Love Is Not What It Used to Be,2013,90,Comedy,4.8
tt0486619,Lynch Mob,2009,99,Horror,4.8
tt0106911,Fiorile,1993,119,Drama,6.8
tt1485063,Setem,2009,110,"Action,Comedy",7.3
tt2821832,HazMat,2013,80,"Horror,Thriller",3.5
tt0043383,Casa Manana,1951,73,"Music,Romance",5.4
tt0334202,"Dear Mara, Letters from a Patagonia Trip",2009,110,Documentary,6.2
tt12280764,Red River Road,2020,89,"Horror,Thriller",7.8
tt5827204,Futur antérieur,2016,81,Sci-Fi,3.1
tt3608766,Nessuno mi pettina bene come il vento,2014,93,Drama,6.8
tt1844633,Blood Runs Cold,2011,77,Horror,4.0
tt0290532,Citromfej,2001,50,"Comedy,Romance",6.3
tt1720621,Trafficked,2017,108,"Drama,Thriller",5.7
tt0162853,American Pictures,1981,115,Documentary,8.8
tt5368552,Mom Thinks I'm Crazy to Marry a Japanese Guy,2017,92,"Comedy,Romance",5.7
tt0163853,Stelinha,1990,112,"Drama,Musical",6.6
tt0174100,Prostitutes Protective Society,1966,62,"Crime,Drama,Thriller",5.1
tt0258241,Las tentadoras,1980,115,"Comedy,Drama",6.2
tt13736774,Wasteland,2019,81,Animation,7.4
tt0175147,Sedm hladových,1988,84,Comedy,5.5
tt0093666,Odyssée d'amour,1987,110,Drama,5.4
tt1551641,Winnie Mandela,2011,104,"Biography,Drama,History",6.0
tt2277156,Just One More,2012,59,Drama,8.4
tt1102239,In Search of Puppy Love,2007,78,Documentary,5.9
tt4250566,Fog in August,2016,121,"Drama,War",7.3
tt10885192,Locos por la herencia,2019,99,"Drama,Romance",3.7
tt0109738,Ermo,1994,98,"Comedy,Drama",7.1
tt0247912,Aasra Pyaar Da,1983,150,Drama,8.0
tt0141001,The Exile and Death of Andrei Tarkovsky,1988,135,"Biography,Documentary",7.8
tt9367850,Adrift in Time,2020,54,Drama,7.2
tt1579540,Ek Niranjan,2009,150,Action,5.3
tt3889118,Virados do Avesso,2014,96,"Comedy,Romance",4.1
tt0111362,Tandem,1994,60,Drama,5.7
tt0309282,Lätifä,1989,136,Comedy,8.3
tt1087451,Le grand départ,2008,100,"Comedy,Drama",5.7
tt0246159,Post Concussion,1999,82,"Comedy,Drama",7.2
tt8902814,Biznesmeny,2018,90,Drama,6.3
tt2851144,An Island Legacy Edge Closer,2013,61,"Documentary,History,Sport",8.4
tt0338791,The Black Magic,2002,91,"Horror,Thriller",3.1
tt1329328,The Chemical King,2009,79,"Comedy,Fantasy",8.0
tt0477988,Jean-Philippe,2006,90,"Comedy,Fantasy,Music",6.1
tt3618030,Pauls Planet,2013,90,"Biography,Documentary,Music",8.1
tt2285635,Pengejar Angin,2011,101,Drama,7.0
tt4475126,La vie des gens,2015,85,Documentary,7.0
tt4556700,Back to the 90s,2015,111,"Comedy,Fantasy,Music",6.5
tt0266781,Mørketid,1995,90,Documentary,6.1
tt0115805,"Calling the Ghosts: A Story About Rape, War and Women",1996,63,"Documentary,War",8.0
tt5618630,American Dream,2020,92,Crime,6.6
tt1260574,House of Bedlam,2008,86,Horror,3.3
tt0038878,Renegades,1946,87,Western,6.0
tt1758678,King of the Underground,2011,111,"Comedy,Drama,Horror",6.6
tt8885194,Portraits of Andrea Palmer,2018,74,"Drama,Horror,Thriller",4.9
tt6524724,Warehoused,2017,72,Documentary,6.5
tt0057404,Steps to the Moon,1964,74,"Comedy,Fantasy,Sci-Fi",6.2
tt4092580,The Accidental Rockstar,2015,88,"Biography,Documentary",7.2
tt0158780,The Mighty Kong,1998,71,"Adventure,Animation,Family",4.0
tt0116648,Invasion of Privacy,1996,91,"Drama,Thriller",4.9
tt5275128,Destination: Dewsbury,2018,86,Comedy,4.9
tt0042811,Operation Haylift,1950,73,Drama,5.2
tt2653182,Taikun,2012,85,"Action,Comedy",3.4
tt5430412,On the Endless Road,2017,93,Drama,7.5
tt0276909,Dinamita Kid,1962,87,"Action,Drama",6.6
tt2101405,New Prime,2011,60,"Action,Comedy,Sci-Fi",8.7
tt8820590,T-34,2018,139,"Action,War",6.7
tt2963004,Giri,2004,145,"Action,Comedy",5.8
tt1885366,Seksing masahista,2011,90,Drama,8.1
tt0395106,Atheis,1974,145,Drama,6.7
tt6848958,Jurica Road,2020,120,"Drama,Thriller",5.4
tt0418815,Bloody Territories,1969,87,"Action,Crime",6.8
tt4301856,Protagonisti per sempre,2014,62,Documentary,7.8
tt0046782,Bitter Creek,1954,74,Western,6.5
tt11295984,Bhoomiyile Manohara Swakaryam,2020,134,"Drama,Romance",5.5
tt1062156,Cross Life,2007,100,"Drama,Romance",6.8
tt0194160,"Gold, Frankincense and Myrrh",1971,99,Drama,7.6
tt1697894,Dancing Chaplin,2010,131,"Documentary,Musical",6.9
tt13516500,Cecil: The Legacy of a King,2020,45,Documentary,8.1
tt0125773,Der gudene er døde,1993,84,"Documentary,Drama,War",2.6
tt0335026,Dag kurdu,1973,53,"Adventure,Western",4.7
tt2086812,The Peach Tree,2011,120,"Drama,Romance",6.4
tt0067994,Wir hau'n den Hauswirt in die Pfanne,1971,83,Comedy,2.6
tt21062574,Battle of Amritsar,2022,156,Documentary,9.6
tt0047125,My Seven Little Sins,1954,98,Comedy,6.2
tt2332098,El tiempo de Plácido Meana,2013,81,Comedy,7.7
tt0103262,Wild Hearts Can't Be Broken,1991,88,"Drama,Family,Romance",7.1
tt3110820,María Navajas,2006,95,Action,4.6
tt2667348,Quatre nuits d'un étranger,2013,90,Drama,6.2
tt2461226,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,85,"Documentary,Family,History",6.9
tt0209503,Yu nu si qing,1959,96,"Comedy,Drama,Musical",5.5
tt3494184,Innocent,2013,91,"Action,Drama,Thriller",6.7
tt2033296,Legko li by molodym?,2011,113,Documentary,6.5
tt0090714,Besuch bei Van Gogh,1985,105,"Adventure,Fantasy,Sci-Fi",6.3
tt0138749,The Road to El Dorado,2000,89,"Adventure,Animation,Comedy",6.9
tt7022500,The Accidental Detective 2: In Action,2018,116,"Comedy,Crime,Thriller",6.5
tt0094071,Summer Heat,1987,80,Drama,4.7
tt0102906,Lover's Tear,1992,97,"Action,Drama",6.1
tt6286922,SMS,2008,130,Drama,4.2
tt2413524,The Law of the Swindler,2012,88,"Adventure,Comedy,History",7.0
tt0382349,Les trois offrandes,2001,75,Fantasy,5.7
tt0252836,Invincible Lovers,1988,80,Drama,6.0
tt19785552,Les Harkis,2022,82,"Drama,History,Sci-Fi",6.0
tt0116919,Lorenz im Land der Lügner,1997,85,Family,4.9
tt3748138,Uncensored: Narco Journalism,2014,52,"Crime,Documentary,Drama",9.1
tt0118647,The Assignment,1997,119,"Action,Crime,Thriller",6.8
tt4462372,AWOL,2016,82,"Drama,Romance",5.6
tt7019560,Janes Addiction Ritual De Lo Habitual Alive at Twenty Five,2017,85,Music,7.8
tt3584954,The Open Door,2016,82,"Comedy,Drama",6.8
tt0089398,Kaiser und eine Nacht,1985,89,Comedy,5.2
tt0045096,Rodeo,1952,70,"Action,Romance,Sport",6.8
tt0124819,Orgazmo,1997,94,Comedy,6.1
tt0385878,Monica la mitraille,2004,125,Drama,6.6
tt0197739,Oesje!,1997,89,Comedy,5.1
tt4625840,Spices of Liberty,2016,115,"Drama,Family,Romance",5.8
tt0043831,Mysterious Island,1951,252,"Action,Family,Sci-Fi",6.0
tt0330153,Dancing Daughter,1986,100,Drama,8.6
tt1092036,Drumbeat,2007,91,Drama,6.5
tt3844962,Dead Body,2017,85,"Horror,Mystery",4.7
tt0795373,Dorothy Day: Don't Call Me a Saint,2006,57,Documentary,9.3
tt0049787,The Spanish Gardener,1956,97,Drama,6.8
tt0384286,Cry Wolf,2005,90,"Drama,Horror,Mystery",5.8
tt9370136,Il triciclo,2018,70,Documentary,6.6
tt0107711,Nowhere to Run,1993,94,"Action,Drama,Romance",5.7
tt0110281,The Cow,1994,86,Drama,7.6
tt0447383,Ruudi,2006,112,"Comedy,Family,Fantasy",5.8
tt0035601,El 13-13,1944,71,"Drama,Thriller",4.1
tt8106576,The Bleeding Edge,2018,99,Documentary,7.6
tt4688464,Silence in the Courts,2015,58,Documentary,8.0
tt0062137,The Oldest Profession,1967,119,"Comedy,Drama",5.4
tt3229648,Cicak-Man 3,2015,999,Action,3.7
tt9173998,Beauty and the Beast,2018,60,"Family,Fantasy,Musical",7.2
tt0377331,Una adorable familia,1987,75,Drama,3.6
tt5332142,Aakashvani,2016,113,"Comedy,Drama,Thriller",5.3
tt0202434,The Demon,1978,110,"Drama,Mystery,Thriller",7.4
tt0300214,Morvern Callar,2002,97,Drama,6.7
tt0446038,Star Party,2005,97,"Horror,Sci-Fi",5.5
tt0379487,The Seat Filler,2004,90,"Comedy,Music,Romance",5.4
tt10887468,French Touch: Between Men,2019,101,Drama,6.1
tt0076275,Kleinhoff Hotel,1977,105,Drama,5.3
tt0071933,Noedebo Vicarage,1974,90,"Comedy,Drama,Family",5.5
tt10237592,"Spring, Again",2019,104,"Drama,Fantasy,Romance",5.3
tt0035484,A tökéletes család,1942,74,Drama,6.9
tt0140010,A Day in a Solar,1965,88,"Comedy,Musical",7.4
tt1595637,Deadly Closure,2010,100,"Action,Drama,Mystery",2.3
tt1415184,Champion,2003,166,Action,5.8
tt0173900,Hogo fogo Homolka,1971,78,Comedy,6.9
tt0255668,Vandanam,1989,168,"Comedy,Romance,Thriller",7.9
tt2307420,Grandma's Tattoos,2011,58,Documentary,7.3
tt0330203,Net Games,2003,97,Thriller,4.2
tt0775566,The War Tapes,2006,97,"Documentary,War",7.3
tt0144748,Angels of Sin,1966,85,"Crime,Drama",5.3
tt0080883,Kapax del Amazonas,1982,92,"Adventure,Romance",4.8
tt6647576,BEAN,2017,66,Documentary,8.4
tt2355935,Fairytale,2008,152,Documentary,7.4
tt0147166,Pervertida,1946,84,Drama,6.1
tt5882416,Kartini: Princess of Java,2017,122,"Biography,Drama,Family",7.6
tt5456400,UFO: The Greatest Story Ever Denied III - UFOs from Outer Space,2016,81,Documentary,4.9
tt1229796,La mirada febril,2008,60,Documentary,6.0
tt15583714,Inside the Uffizi,2021,96,Documentary,7.3
tt0287645,Rain,2001,92,"Drama,Romance",6.9
tt8885452,Kshatriya,2014,128,Drama,7.9
tt1135931,Chintu Ji,2009,115,"Comedy,Drama",5.6
tt0282209,Darkness Falls,2003,86,"Fantasy,Horror,Mystery",4.9
tt1329273,Good Will Evil,2008,103,Horror,5.3
tt0085838,Lianna,1983,110,"Drama,Romance",6.9
tt1651072,Fly Trap,2010,78,"Crime,Drama,Thriller",5.6
tt7158998,100 år med Rosenborg,2017,109,Documentary,9.0
tt8827032,Sudamerica: The Colors of Life,2020,105,Documentary,7.1
tt5127200,"Socotra, the Land of Djinns",2016,65,Documentary,7.2
tt21229186,Chupa,2000,109,Horror,2.8
tt16436694,Tre sorelle,2022,92,Comedy,3.8
tt7319486,Wolf Hound,2022,130,"Action,Adventure,War",3.9
tt0049906,Up in the World,1956,87,Comedy,6.5
tt8032636,Nimisham,2018,121,"Action,Thriller",3.6
tt0244576,Kalibre 35,2000,105,"Crime,Drama",6.3
tt2229221,Il mundial dimenticato,2011,93,"Adventure,Documentary",7.2
tt0103854,Body Waves,1992,80,Comedy,3.5
tt7031852,Chosen and Excluded: The Hate on Jews in Europe,2017,90,Documentary,6.5
tt2712878,Monsterman,2014,85,"Biography,Documentary,Drama",6.4
tt0077157,American Boy: A Profile of - Steven Prince,1978,55,Documentary,7.4
tt0462230,Cobrador: In God We Trust,2006,92,Drama,5.6
tt0107756,Orlando,1992,94,"Biography,Drama,Fantasy",7.1
tt10544422,Russian death,2019,60,"Documentary,Horror",8.7
tt0334950,Bir avuç toprak,1957,107,"Drama,Romance",5.9
tt3552642,7 Assassins,2013,103,"Action,Adventure",5.1
tt2330190,Balanço do Tempo na Cena de Angola,1982,45,Documentary,3.6
tt0098426,Sárkány és papucs,1990,72,Animation,7.0
tt1784476,Incident,2010,75,Horror,3.9
tt0383373,Garrincha: Lonely Star,2003,106,Drama,5.2
tt1946421,The Captains,2011,97,"Biography,Documentary,Sci-Fi",6.8
tt4767398,Neverland,2018,82,Drama,6.3
tt0174845,At the Crossroads of Great Storms,1980,86,"Biography,Drama,History",7.5
tt6071084,Teenosaurus Rex,2017,94,"Comedy,Drama",4.7
tt1247638,The Assistants,2009,100,Comedy,5.0
tt4333136,The Project of the Century,2015,100,Drama,6.1
tt11744358,Golata istina za grupa Zhiguli,2021,111,"Comedy,Drama,Musical",7.6
tt9595816,What She Said,2021,99,Drama,5.9
tt0268899,Aitsu to watashi,1961,105,"Comedy,Romance",7.5
tt2328841,Call of the Undead,2012,83,"Horror,Sci-Fi",3.3
tt0055739,All'armi siam fascisti!,1962,94,"Documentary,History",6.9
tt1785353,Deviation,2012,90,Thriller,3.8
tt0406110,Sky of Love,2003,91,Romance,6.5
tt0468765,Ichigo no kakera,2005,91,Drama,7.3
tt11157030,Transplant + Life,2019,80,Documentary,7.3
tt0086259,Schwarzfahrer,1983,102,Comedy,7.2
tt10887586,New Queer Visions: Men from the Boys,2017,115,Drama,6.6
tt14378408,Gulal.com,2021,111,Comedy,8.6
tt7009956,"Goodbye, Grandpa!",2017,110,"Comedy,Drama,Family",6.5
tt0050240,Chain of Events,1958,62,Drama,6.5
tt6740544,RiffTrax Live: Night of the Shorts IV - SF Sketchfest 2016,2016,123,Comedy,5.0
tt0066131,The Most Beautiful Age,1969,80,"Comedy,Drama",6.7
tt13245506,The Italian Boys,2020,92,Drama,5.9
tt0316136,Dai bakuhatsu,1969,83,"Comedy,Crime",5.7
tt7176054,Cosmoball,2020,118,"Action,Sci-Fi,Sport",4.7
tt0265489,Gang Leader,1961,90,Comedy,6.8
tt0100851,Uranus,1990,100,"Comedy,Drama,History",7.0
tt4306488,Madrasa,2013,78,Drama,7.4
tt9652888,Along Came the Devil 2,2019,87,"Horror,Thriller",4.3
tt0048385,Express Train from Andalucía,1956,80,Crime,7.1
tt8892632,Black Conflux,2019,100,Drama,6.1
tt7787586,The Adventures of Fu Manchu,1956,105,Adventure,6.6
tt0188068,Morire gratis,1968,87,Drama,6.8
tt6563576,The Queen's Corgi,2019,85,"Animation,Comedy,Family",4.8
tt1038902,Spiker,2007,90,Horror,2.5
tt5594412,Once There Was a Girl,2016,75,Drama,9.1
tt0040224,The Challenge,1948,68,Mystery,6.5
tt9106452,Full Circle,2019,94,Drama,6.9
tt2654536,Tomorrow,2018,92,Drama,8.0
tt2574306,A2-B-C: Hôshanô to kodomotachi,2013,71,"Documentary,News",8.5
tt0234266,Monte Carlo,2001,85,Drama,6.3
tt1327699,Beg,2011,90,Horror,5.1
tt1535490,The Scam,2009,119,"Action,Crime,Drama",6.2
tt0960097,Wake,2009,97,"Comedy,Drama,Romance",5.5
tt0423195,The Echo,2004,102,"Horror,Thriller",5.7
tt4116456,Somewhere Beautiful,2014,78,"Drama,Romance",5.3
tt0067585,Plastic Jesus,1971,73,Drama,6.6
tt3588782,Pasos de héroe,2016,96,Family,6.9
tt0212910,Delivering Milo,2001,94,"Comedy,Drama,Fantasy",5.8
tt13897490,The Perfect Wedding Match,2021,83,Romance,5.2
tt5760674,1040 Not So EZ,2017,85,Drama,9.0
tt14365338,Flying,2021,84,"Drama,Musical",8.6
tt2926790,Giovanni Improtta,2013,100,Comedy,5.3
tt1416801,Kill the Irishman,2011,106,"Biography,Crime,Drama",7.0
tt4148030,El espejo de los otros,2015,119,"Comedy,Drama",6.2
tt1456964,The Last Passport,2009,89,Drama,8.3
tt7724516,Mes frères,2018,105,"Drama,Family,Music",6.5
tt0163037,Killing the Badge,1999,105,Action,4.8
tt2943990,Hellhounds,2013,73,"Adventure,Drama,Fantasy",7.2
tt0301359,The Gospel According to Matthew,1993,258,"Biography,Drama,History",7.8
tt0288903,Zlatnata reka,1983,112,Drama,7.9
tt0402062,Bikini Watch,1995,103,Comedy,2.8
tt0253115,Guerres civiles en France,1978,135,Drama,4.4
tt2072090,Enemy of the Mind,2012,90,"Crime,Drama,Thriller",7.7
tt0184190,False Lady,1992,92,"Comedy,Fantasy,Romance",5.6
tt0074623,Strange Masquerade,1976,87,Drama,7.2
tt14129390,The Heat Is Back On: The Remaking of Miss Saigon,2015,67,Documentary,6.4
tt2915480,Go Far: The Christopher Rush Story,2015,80,"Biography,Documentary,Family",9.1
tt0043690,Johannes und die 13 Schönheitsköniginnen,1951,96,"Comedy,Musical",4.6
tt0255083,Nannies,1979,110,Comedy,5.2
tt0089292,Hong Kong Butcher,1985,90,"Crime,Horror,Thriller",5.0
tt0039111,The Yearling,1946,128,"Drama,Family,Western",7.2
tt0176800,Hangman's Wharf,1950,73,Crime,4.5
tt0118662,Ayn Rand: A Sense of Life,1996,145,"Biography,Documentary",6.5
tt3924802,Trick or Treaty?,2014,85,Documentary,7.0
tt0039354,One Swallow Does Not Make a Summer,1947,88,Comedy,5.8
tt1314280,Welcome,2009,110,Drama,7.5
tt2041463,School of Rock: Zombie Etiquette,2011,60,Comedy,6.9
tt2168882,Dognapped,2014,80,"Action,Adventure,Family",5.3
tt0093891,Rumpelstiltskin,1987,84,"Family,Fantasy,Musical",5.3
tt8245404,Show Me What You Got,2019,101,"Drama,Romance",5.3
tt3863396,Alienween,2016,90,Horror,5.9
tt0107430,Live by the Fist,1993,77,"Action,Crime,Drama",4.4
tt14055430,Duel on the River,2021,80,Horror,6.8
tt14353840,La ragazza ha volato,2021,93,Drama,5.4
tt1264912,So Woman!,2009,95,"Comedy,Romance",5.2
tt7725008,Little Miss Westie,2018,75,Documentary,7.5
tt9469296,Oto,2018,110,Drama,8.4
tt7701016,Fatcap Express,2008,70,Drama,5.2
tt0092091,Tian sha,1986,84,Horror,4.1
tt8777364,Nina,2018,83,Drama,6.5
tt5510930,Catholicism: The Pivotal Players,2016,379,Documentary,9.3
tt12134074,Operndiven - Operntunten,2020,53,Documentary,6.9
tt3012592,Se battre,2014,93,Documentary,6.9
tt0118153,The Whispering,1995,88,"Horror,Thriller",3.5
tt0155267,The Thomas Crown Affair,1999,113,"Crime,Romance,Thriller",6.8
tt0203532,The Scarlet Camellia,1964,163,"Crime,Drama",6.2
tt0065638,Stagecoach of the Condemned,1970,85,Western,5.5
tt0316713,The Supplement,2002,108,"Drama,Romance",5.9
tt0034622,Crossroads,1942,83,"Crime,Drama,Film-Noir",6.7
tt0039912,The Trap,1946,68,Mystery,6.0
tt0091171,Hard asfalt,1986,109,Drama,5.6
tt7801894,Persona non grata,2019,92,"Drama,Thriller",4.9
tt0190217,"30, Still Single: Contemplating Suicide",1998,91,Comedy,7.6
tt0195398,Walk a Crooked Path,1969,88,"Crime,Drama",6.4
tt0235417,Midway Glory,1973,92,"Adventure,Drama",5.6
tt10650544,Got Pain?,2019,96,Documentary,7.4
tt18290350,Angela Merkel - Im Lauf der Zeit,2022,90,Documentary,6.8
tt0191127,Fearless Fighters,1971,96,"Action,Drama",6.0
tt8108232,Thilagar,2015,117,Drama,6.2
tt11900790,A Story of One's Own,2021,100,Documentary,7.1
tt1863356,Protect and Survive,1976,66,"Documentary,War",6.8
tt0314544,Proshchalnaya gastrol' 'Artista',1980,83,"Crime,Thriller",5.2
tt0204713,Ultraman: Monster Big Battle,1979,100,"Action,Fantasy,Sci-Fi",6.6
tt0217895,Marked Eyes,1964,100,"Crime,Drama,Mystery",6.4
tt0950738,Arid Lands,2007,102,"Documentary,History",7.1
tt0108142,Sins of Desire,1993,87,"Crime,Thriller",4.0
tt6739796,James vs. His Future Self,2019,94,"Comedy,Drama,Sci-Fi",5.9
tt12409000,ForeverMoore; The Angelo project,2020,71,Documentary,9.9
tt0368821,Jôhatsu tabinikki,2003,85,"Drama,Fantasy",6.5
tt11540664,Mo'Nique & Friends: Live from Atlanta,2020,70,Comedy,5.5
tt3529052,Insane,2015,85,"Action,Comedy,Crime",6.9
tt7178990,Comala,2021,98,Documentary,7.1
tt0193104,Dirtymouth,1970,102,"Biography,Drama",5.2
tt0202249,Asini,1999,103,Comedy,5.8
tt1615005,Insulo de la Rozoj - La liberta fa paura,2009,56,"Documentary,History",7.6
tt6147260,Panic Attack,2017,100,"Comedy,Drama",6.0
tt1334463,"Mill Ave, Inc.",2008,65,"Documentary,Drama",8.4
tt6642788,DTF,2020,85,Documentary,4.9
tt0104829,Mau Mau,1992,92,Comedy,6.1
tt7051048,Fugue,2018,102,"Drama,Mystery,Thriller",6.3
tt1921068,David et Madame Hansen,2012,89,Drama,6.0
tt0488374,The Bong Connection,2006,131,Drama,6.7
tt1196649,Kafei wa cha,2008,80,Romance,4.4
tt0100766,Terror in Paradise,1990,93,"Action,Thriller",4.7
tt0290808,Planet of the Pitts,2004,112,"Action,Comedy",4.2
tt11262778,Samen,2019,78,Documentary,7.2
tt0039322,Dil-Ki-Rani (Sweet-Heart),1947,130,"Comedy,Romance",7.5
tt0131436,I Got the Hook Up,1998,93,Comedy,4.0
tt1773753,Mara,2018,98,"Crime,Horror,Mystery",5.1
tt1839581,Polvere - Il grande processo dell'amianto,2011,85,"Documentary,Drama",7.8
tt0071303,Chanoc en el foso de las serpientes,1975,86,"Action,Adventure,Drama",5.3
tt14069192,Erzulie,2022,86,"Adventure,Fantasy",5.9
tt8456288,The Queen's Honey,1985,120,Drama,4.5
tt1629716,Nydenion,2010,89,Sci-Fi,3.9
tt1442223,The Sandman and the Lost Sand of Dreams,2010,83,"Adventure,Animation,Comedy",5.7
tt8096198,Noah Wise,2018,84,"Comedy,Drama",7.9
tt0282917,Year of the Devil,2002,88,"Comedy,Drama,Fantasy",7.3
tt5105734,The Kingmaker,2019,101,"Biography,Documentary,History",7.6
tt1340448,The Merchant of Venice,2009,132,Drama,4.2
tt2203757,Bujang Terlajak,2012,90,Comedy,3.9
tt0488807,Yeonae,2005,100,Romance,6.3
tt0374896,Naciyem,1961,89,Adventure,3.9
tt0085711,I'm Going to Be Famous,1983,96,Drama,5.9
tt0232563,Saat Pake Bandha,1963,133,"Drama,Romance",8.0
tt0165546,The Wounds,1998,103,"Comedy,Crime,Drama",8.0
tt0906638,Along the Road Little Child,2005,79,Documentary,6.2
tt5007754,Abdul & Hamza,2015,49,Documentary,7.8
tt9905462,Pengalila,2019,111,Drama,8.3
tt0142125,Os Bons Tempos Voltaram: Vamos Gozar Outra Vez,1985,115,Comedy,5.8
tt4469396,Ju ji shi ke,2014,86,"Action,Crime",7.5
tt3760060,Amiri's Child,2014,61,Drama,9.3
tt9420080,Demain est à nous,2019,84,Documentary,6.8
tt0984085,"Pahili Sher, Dusri Savvasher, Navara Pavsher",2006,157,Comedy,7.0
tt0046151,La otra vida del capitán Contreras,1955,79,Comedy,6.4
tt11892034,V2. Escape from Hell,2021,118,"Action,Biography,Drama",5.6
tt0110081,To Live,1994,133,"Drama,War",8.3
tt2083166,Democracia: Crónica de la transición,2008,90,Documentary,6.6
tt6137734,L'ora legale,2017,92,Comedy,6.4
tt0074562,Gable and Lombard,1976,131,"Biography,Drama,Romance",5.1
tt1350504,Rodney's Robot Revolution,2008,53,Documentary,7.6
tt5722280,About an Age,2018,91,Drama,6.2
tt1817232,Phineas and Ferb the Movie: Candace Against the Universe,2020,86,"Adventure,Animation,Comedy",7.1
tt10772654,"Have Fun, Vasya! Date in Bali",2021,109,Comedy,4.7
tt0200204,Terma ta difraga,1962,85,Comedy,4.5
tt1152827,Super Hybrid,2010,94,"Horror,Sci-Fi,Thriller",4.0
tt5179130,Ostfriesisch für Anfänger,2016,91,"Comedy,Drama",5.1
tt1378175,Adiós Mr. Falcon,2009,93,"Action,Comedy,Crime",7.8
tt0109196,Backstreet Justice,1994,91,"Crime,Drama",4.4
tt0113211,The Grass Harp,1995,107,"Comedy,Drama",7.7
tt4060024,Last of the Longnecks,2017,92,Documentary,8.1
tt1954714,Osage Tribal Murders,2010,89,Documentary,6.0
tt0067049,La red de mi canción,1971,83,"Comedy,Musical,Romance",4.0
tt2077803,Namah Shivaya Shantaya,2009,101,"Action,Drama,History",6.2
tt14203236,The Day Is Over,2021,103,Drama,7.1
tt3145722,Ge Mei Lia,2013,93,"Comedy,Family",6.1
tt0312975,Money in My Pocket,1962,88,"Comedy,Drama",4.8
tt5644126,A Shanghai Bride,2016,70,Comedy,5.8
tt0092961,The Emissaries of Khalom,1988,113,"Drama,Mystery,Sci-Fi",6.0
tt0319574,Iron Sister,1996,94,"Action,Drama",5.4
tt2313299,Shelter Me,2012,57,Documentary,7.5
tt0222020,Mach 2,2000,94,"Action,Adventure,Drama",3.3
tt1517211,Schemes of Affection,2009,80,Drama,4.5
tt2597892,Viral,2016,85,"Drama,Horror,Sci-Fi",5.4
tt4036850,Izlaiduma gads,2014,108,Drama,6.4
tt0254730,Orgy,1967,68,Drama,6.2
tt11146690,Wolfgang,2021,78,"Biography,Documentary",6.9
tt0076750,Sprawa Gorgonowej,1977,137,"Crime,Drama,Mystery",7.1
tt0990372,Detective Conan: The Phantom of Baker Street,2002,98,"Adventure,Animation,Drama",7.8
tt0103875,Brandnacht,1992,97,"Drama,Thriller",7.0
tt0055565,Ullabella,1961,98,"Drama,Family",5.5
tt0107753,The Oracle,1993,58,"Drama,Fantasy",5.7
tt7658600,"Natacha, la pelicula",2017,75,Family,6.8
tt3053860,The Chef's Wife,2014,90,"Comedy,Drama",5.8
tt0460508,Mississippi Triangle,1984,120,Documentary,5.6
tt3152166,V82 - Revenge of the Nitros!,2015,92,"Action,Adventure,Family",5.1
tt1111908,Ayyoob,1971,99,Drama,6.2
